,
2,Принципы подготовки   обобщенной   консолидированной  финансовой отчетности основные положения   учетной политики для подготовки   консолидированной   финансовой отчетности (продолжение)
Нефинансовые активы (продолжение),
"Расходы на ремонт и реконструкцию относятся на затраты по мере их возникновения и включаются в состав прочих операционных расходов , за исключением случаев; когда они подлежат капитализации.",
Нематериальные активы,
"пематериальные активы, приооретенные отдельно Нематериальные акТивы ограниченным   сроком полезного использоваНиЯ, приобретенные рамках отдельных сделок; учитываются ПО СТОИМОСТИ приобретения за выЧетом накопленной амортизации накопленного убытка от обесценения. Амортизация начисляется равномерно в течение ожидаемого срока полезного иСПОЛьзоваНиЯ нематериальных активов ПО ставкам 10-25% ГОДОВЫХ Ожидаемые сроки полезного иСПОЛЬзоваНИЯ метОд начисления амортизации анализируются на конец кажДого отчетного периода при этом все изменения В оценках отражаются В отчетности перспективно",
"сделок; учитываются по стоимости приооретения за вычетом накопленного уоытка от ооесценения Нематериальные активы, приобретенные при объединении бизнеса Нематериальные активы; приобретенные при объединении бизнеса и отражаемые отдельно от гудвила, первоначально признаются пО справедливой стоимости на дату приобретения (которая рассматривается как стоимостЬ приобретения): После первоначального   признания нематериальные активы;  приобретенные при объединении бизнеса отражаются по стоимости приобретения за вычетом накопленной амортизации и накопленных убытков от обесценения аналОгично нематериальным активам, приобретенным рамках отдельных сдеЛок Амортизация начисляется равномерно. Ожидаемые сроки полезного иСПОЛЬзОваНия метод начисления амортизации анализируются на конец каЖДОго отчетного периода, при ЭТОМ всe изменения оЦенках отражаются в отчетности перспективно Нематериальные активы , созданные собственными силами Затраты на разработку , непосредственно связанные созданием идентифицируемого уникального программного обеспечения, которое контролируется Группой, капитализируются , созданный собственными силами   нематериальный актив признается исключительно в случае ВЫСОКОЙ вероятности генерирования экономических выгод, превышающих затраты, в течение периода, который превышает одИН ГОД, возможностИ   надежной оценки затрат на разработку. Актив,   созданный собственными сиЛами признается исключительно в том случае, если у Группы есть техническая возможность; ресурсы и намерение завершить разработку и использовать продукт: Прямые затраты вклЮЧаЮт себя расходы на персонал, участвовавший разработке продукта, соответствующую чаСТь накладных расходов: Затраты на исследования признаются в качестве расХОдов периоде; котором они были понесены Последующие затраты в связи c нематериальными активами капитализируются исключительно в том случае; если это увеличивает будущие экономические выгоды по конкретному активу. Прекращение признания нематериальных активов Нематериальный актив прекращает признаваться при продаже или когда от его использования или выбытия не ожидается поступления будущих экономических выгод: Доходы или расходы B СВЯЗИ прекращением признания нематериального актива, представляющие собой разницу  между ЧИСТЫМИ поступлениями ОТ выбытия балансовой СТОИМОСТЬЮ актива, вклюЧаЮтсЯ прибыль или убыток момент прекращения признания",
"vH 'Fтevlv '1; Нематериальные активы; приобретенные при объединении бизнеса и отражаемые отдельно От гудвила, первоначально признаются по справедливой стоимости на дату приобретения (которая рассматривается как стоимОсТЬ приобретения)",
"Нематериальные активы; приобретенные при объединении бизнеса отражаемые отдельно ОТ гудвила, первоначально признаются по справедливой стоимости на дату приобретения (которая рассматривается как стоиМОсТЬ приобретения)",
"После первоначального признания нематериальные активы, приобретенные при объединении бизнеса  отражаются по стоимости приобретения за вычетом накопленной амортизации и накопленных убытков от обесценения аналОгично нематериальным активам, приобретенным в рамках отДельных сделок Амортизация начисляется равномерно. Ожидаемые сроки полезного ИСПОЛЬзОВаНИЯ метОд начисления амортизации анализируются на конец кажДОго отчетного периода, при ЭТОМ все изменения оценках отражаются в отчетности перспективно.",
"После первоначального   признания нематериальные   активы;   приобретенные при объединении бизнеса отражаются по стоимости приобретения за вычетом накопленной амортизации и накопленных убытков от обесценения аналОгично нематериальным активам, приобретенным рамках отдельных сдеЛок Амортизация начисляется равномерно. Ожидаемые сроки полезного иСПОЛЬзОваНия метод начисления амортизации анализируются на конец каЖДОго отчетного периода, при ЭТОМ всe изменения оЦенках отражаются в отчетности перспективно Цоамдтатоn 05паш саб тьо",
"Нематериальный актив прекращает признаваться при продаже или когда от его использования или выбытия не ожидается поступления будущих экономических ВЫГОД Доходы или расходы В СВЯЗИ прекращением признания нематериального актива, представляющие собой разницу между ЧИСТЫМИ поступлениями О7 выбытия балансовой СТОИМОСТЬЮ актива, вклюЧаЮтсЯ прибыль ИЛИ убыток момент   прекращения признания",
